X,Y,Filename,Date and t,Camera man,Latitude,Longitude,GPS Direct,LIEN_PHOTO
-60.829157,14.541773,rivages_1475770004546_photo_2.jpg,2016:10:06 12:04:05,SAMSUNG SM-G357FZ,14.541772999999999,-60.829157000000002,,http://geolittoral.application.developpement-durable.gouv.fr/telechargement/tc_smartphone/photos/rivages_1475770004546_photo_2.jpg
-60.829514,14.542516,rivages_1475770004546_photo_3.jpg,2016:10:06 12:06:24,SAMSUNG SM-G357FZ,14.542516000000001,-60.829514000000003,,http://geolittoral.application.developpement-durable.gouv.fr/telechargement/tc_smartphone/photos/rivages_1475770004546_photo_3.jpg
-60.835915,14.54595,rivages_1475774214184_photo_1.jpg,2016:10:06 13:15:14,SAMSUNG SM-G357FZ,14.545949999999999,-60.835915000000000,,http://geolittoral.application.developpement-durable.gouv.fr/telechargement/tc_smartphone/photos/rivages_1475774214184_photo_1.jpg
-60.836733,14.546635,rivages_1475774214184_photo_2.jpg,2016:10:06 13:16:47,SAMSUNG SM-G357FZ,14.546635000000000,-60.836733000000002,,http://geolittoral.application.developpement-durable.gouv.fr/telechargement/tc_smartphone/photos/rivages_1475774214184_photo_2.jpg
-60.836571,14.546363,rivages_1475774462560_photo_1.jpg,2016:10:06 13:19:43,SAMSUNG SM-G357FZ,14.546362999999999,-60.836570999999999,,http://geolittoral.application.developpement-durable.gouv.fr/telechargement/tc_smartphone/photos/rivages_1475774462560_photo_1.jpg
-60.8359,14.545923,rivages_1475774462560_photo_2.jpg,2016:10:06 13:20:57,SAMSUNG SM-G357FZ,14.545923000000000,-60.835900000000002,,http://geolittoral.application.developpement-durable.gouv.fr/telechargement/tc_smartphone/photos/rivages_1475774462560_photo_2.jpg
-60.834921,14.545545,rivages_1475774725116_photo_1.jpg,2016:10:06 13:25:19,SAMSUNG SM-G357FZ,14.545545000000001,-60.834921000000001,,http://geolittoral.application.developpement-durable.gouv.fr/telechargement/tc_smartphone/photos/rivages_1475774725116_photo_1.jpg
-60.835063,14.545517,rivages_1475774985956_photo_1.jpg,2016:10:06 13:27:38,SAMSUNG SM-G357FZ,14.545517000000000,-60.835062999999998,,http://geolittoral.application.developpement-durable.gouv.fr/telechargement/tc_smartphone/photos/rivages_1475774985956_photo_1.jpg
-60.835072,14.54552,rivages_1475774985956_photo_2.jpg,2016:10:06 13:27:49,SAMSUNG SM-G357FZ,14.545520000000000,-60.835071999999997,,http://geolittoral.application.developpement-durable.gouv.fr/telechargement/tc_smartphone/photos/rivages_1475774985956_photo_2.jpg
-60.835625,14.545643,rivages_1475774985956_photo_3.jpg,2016:10:06 13:28:44,SAMSUNG SM-G357FZ,14.545643000000000,-60.835625000000000,,http://geolittoral.application.developpement-durable.gouv.fr/telechargement/tc_smartphone/photos/rivages_1475774985956_photo_3.jpg
-60.835626,14.545649,rivages_1475774985956_photo_4.jpg,2016:10:06 13:28:54,SAMSUNG SM-G357FZ,14.545648999999999,-60.835625999999998,,http://geolittoral.application.developpement-durable.gouv.fr/telechargement/tc_smartphone/photos/rivages_1475774985956_photo_4.jpg
-60.823482,14.507301,rivages_1475777034966_photo_1.jpg,2016:10:06 13:54:59,SAMSUNG SM-G357FZ,14.507301000000000,-60.823481999999998,,http://geolittoral.application.developpement-durable.gouv.fr/telechargement/tc_smartphone/photos/rivages_1475777034966_photo_1.jpg
-60.823486,14.507306,rivages_1475777034966_photo_2.jpg,2016:10:06 13:55:09,SAMSUNG SM-G357FZ,14.507306000000000,-60.823486000000003,,http://geolittoral.application.developpement-durable.gouv.fr/telechargement/tc_smartphone/photos/rivages_1475777034966_photo_2.jpg
-60.824163,14.505586,rivages_1475777034966_photo_3.jpg,2016:10:06 13:58:54,SAMSUNG SM-G357FZ,14.505585999999999,-60.824162999999999,,http://geolittoral.application.developpement-durable.gouv.fr/telechargement/tc_smartphone/photos/rivages_1475777034966_photo_3.jpg
